ms,split,text,Topic,Count,t1,t2,t3,t4
146,3,طبعة دار الهلال القاهرة م تاريخ الاسلام ووفيات المشاهير والاعلام طبعة وار الغد شحس الددين محمد بن احمد بن عفمان الذهييت ه العربي القاهرة م تاريخ بغداو احمد بن علي الخطيب البقداديت ه طبعة دار الكتب العلصية بيروت لينان بدون تاريخ تاريخ الخلفاء عبد الرحمن بن ابي بكر السيوطيت ه طبعة,91,20,طبعة,طيعة,بيروت,تحقيق
146,4,دار التراث بيروت م التاريخ العربي والمءرخون شاكر مصطفي طيعة دار العلم للملايين بيروت م تاريخ الطيري المسمي تاريخ الرسل والملوك مد بن جرير الطيريت ه محقيق محصد ابو الفضل ايراهيم الطبعة الرابعة دار المعارف القاهرة م التاريخ الكيير حمد بن اساعيل اليخاريت ه طبعة مءسسة الكتب التقافية بيروت م تاريخ,91,20,طبعة,طيعة,بيروت,تحقيق
146,5,اليعقويي احمد بن جفر بن وهب اليعقوبيت ه طيعةدارصادر بيروت م التبر المسبوك في ذيل السلوك حمد بن عبد الرحمن السخاويت ه طيعة مكتية الكليات الازهرية مصر بدون تاريخ تهذيب الاسماء واللغات يي بن شرف النوويت ه طيعة ادارة الطباعة بالمنيرة القاهرة بدون تاريخ تهذيب التهذيب امد بن علي,91,20,طبعة,طيعة,بيروت,تحقيق
147,0,بن حجرالعسقلاتيت ه طبعةدار صادر بيروت ه وطبعة دار الفكر ه جمهرة انساب العرب علي بن احمد بن سعيد بن حزم الاندلسي ت ه تحقيق عبد السلام هارون الطبعة الخامسة وار المعارف القاهرة م جواهر البحور ووقاءع الامور وعجاءب الدهور ابن وصيف شاه تحقيق مححد زينهم طبعة الدار الغقافية للمتشر القاهرة,91,20,طبعة,طيعة,بيروت,تحقيق
147,2,المقريزيت ه طبعة القاهرة ه وطيعة مكتبة العرفان بيروت بدون تاريخ دول الاسلام حس الدين محد بن احمد بن عفمان الذهييت ه تحقيق فهيم حد شلتوت ومححد مصطفي ايراهيم طبعه الهيتة المصرية العامة لكتاب م الذيل علي الروضتين ابوشامة المقدسي عبد الرحمن بن اسماعيل الطبعة الغانية بيروت م رحلة ابن بطوطة,91,20,طبعة,طيعة,بيروت,تحقيق
147,3,ابو عبد الله اللواتي المعروف باين بطوطة طيعة دار صادر بيروت بدون تاريخ الرسالة المستطرفة حمد بن جعفر الكتاني ت ه طبعة مكتية الكليات الازهرية القاهرة بدون تاريخ روضات الجنات في احوال العلماء والسادات محمد باقر الموسوي الخوانساريت ه تحقيق اسد الله اسماعيليان طبعة طهران ايران ه السلوك لمعرفة دول الملوك,91,20,طبعة,طيعة,بيروت,تحقيق
148,0,تحقيق محمود فاخوري طبعة القاهرة ه الضوء اللامع في علماء القرن التاسع ابو الخير محمد بن عبد الرحمن السخاويت ه طيعة مصر م طيقات خليفة بن خياط ابو عمر خليفة بن خياط العصفويت ه محقيق اكرم ضياء العمري طبعة دارطيبة الرياض السعودية الطيعة الثاتية م الطيقات الكبري مححد بن سحد كاتب,91,20,طبعة,طيعة,بيروت,تحقيق
148,2,قنون الاسلام كي محمد حسن طيعة القاهرة م فوات الوفيات ابن شاكر الحتبيت ه تحقيق محمد محيي الدين عبد الحميد طيعة النهضة المصرية القاهرة م القاموس الاسلامي القويم ابراهيم احمد عبد الفتاح طيعة مجع اليحوث الاسلامية الازهر القاهرة م قوانين الدواوين ابن مماتي الاسعد شرف الدين ابو المكارم بن ايي سعيد,91,20,طبعة,طيعة,بيروت,تحقيق
148,3,طبعة مطيعة ادارة الوطن القاهرة ه الكامل في التاريخ ابن الاثير الجزري علي بن ابي الكرم محمد بن محمد الشييانيت ه طبعة بيروت مكتية الكتاب العربي م كتاب اليدء والتاريخ الطهر بن طاهر المقدسي طبع في مدينة شالون بمطيعة برطوند سنة م لسان العرب حمد بن مكرم بن منظورت ه طبعة,91,20,طبعة,طيعة,بيروت,تحقيق
148,5,العلمية بيروت لينان م مرفي عهد الخشيد سيد اسماعيل الكاشف طبعة الهيءة المصرية العامة للكتاب م المعارف عيد الله بن مسلم بن قتيبةت ه تحقيق ثروت عكاشة طبعة دار المعارف الطيعة الرابعة القاهرة م معجم الالفاظ التاريخية محمد احمد دهمان طبعة دار الفكر ومشق م معجم البلدان ابو عيد,91,20,طبعة,طيعة,بيروت,تحقيق
149,0,الله ياقوت الحسويت ه طبعة دار صادر بيروت بدون تاريخ المعجم الشامل للتراث العربي المطبوع حصد عيسي صاحية طيعة معهد المخطوطات العربية القاهرة م معجم فارهنك فارسي امروز لام حسين صدري افشار الطبعة الثانية ايران ه معجم المءلفين مررضا كحالة طبعة مءسسة الرسالة بيروت م معجم المصطلحات والالقاب التاريخية صطفي عبد,91,20,طبعة,طيعة,بيروت,تحقيق
149,1,الكريم الخطيب طبعة مءسسة الرسالة بيروت م معجم الوافي معجم وسيط للغة العريية عبد الله البستاني طبعة مكتبة لينان بيروت م مفرج الكروب في اخبار بتي ايوپ ابن واصل الحموي تحقيق جمال الدين الشيال طبعة القاهرة م الملابس المملوكية ل ا مايز ترجمة صالح الشيتي طبعة الهيءة المصرية العامة للكتاب لا,91,20,طبعة,طيعة,بيروت,تحقيق
149,3,القاهرة م النجوم الزاهرة ابن تغري بردي ابو المحاسن جمال الدين يوسف بن الامير سيف الدين ه طيعة القاهرة م نزهة النفوس والابدان في تواريخ الزمان ابن الصيرقي الجوهري علي بن داود بن ابراهيمت ه تحقيق حسن حبشي مطبعة دار الكتب مصر م نسب فريش الصب بن عيد الله بن المصعب,91,20,طبعة,طيعة,بيروت,تحقيق
149,4,الزييريت ه عناية وتصحيح ليفي بروفنسال طبعة دار المعارف القاهرة م النقود الاسلامية طاهر راغب حسين طبعةخاصة بكلية دار العلوم القاهرة م نهاية الارب في فنون الادب اححد بن عبد الوهاب النويريت ه طبعة الهينة المصرية العامة لكتاب القاهرة بدون تاريخ الوزراء والكتاب ابو عبد الله محمد بن عبدوس اجهشياريت ه,91,20,طبعة,طيعة,بيروت,تحقيق
149,5,تحقيق مصطفي السقا وابراهيم الايياري وعبد الحفيظ شليي الطبعة الثانية مطبعة مصطفي البابي الحليي القاهرة م وفيات الاعيان وانباء ابتاء الزمان شمس الدين احمد بن محمد بن خلكانت ه تحقيق احسان عياس طبعة دار صادر بيروت م ولا مصر محمد بن يوسف الكتندي تحقيق حسين تصار,91,20,طبعة,طيعة,بيروت,تحقيق
145,8,دنانير الدنيار العربي الاسلامي الدتيار المبهرج االدينار الذهب دنانير الخريطة حرف الفاء الفلس فهرس المحاصيل حرف الالف الازرز حرف الباء اليسلة البطيخة البطيخ اليلع رفالحاه احمص,14,57,قماش,حرف,ضريبة,قرمطية
144,6,افريقية الانبار انجلترا الاتدلس اوكسفورد حرف الباء باب زويلة ياريس البحر الاحمر البحر المتوسط برقة برلين البصرة يعلبي بغداد البقاع بلاد الترك بلاد الروم بلاد ما وراء النهر البهتسا بولاق بون روت الييمارستان النوري,16,54,كثير,نهر,حبرون,كربلاء
144,7,رف العاء تلمسان فونس ول حرفاجيم الجامع الازهر جامع بايزيد جامع الحاكم الفاطمي جامع راشدة جامع عمروبن العاص الجامع العتيق ية عسال جدة الجزيرة رفاحاء حارة برجوان حارة المقارزة الحيشة الحجاز حران موف له,16,54,كثير,نهر,حبرون,كربلاء
144,8,حرفافاء مله خراسان الخطا بلاد المغول الخليل حرف الدال دار الكتب المصرية دممي ديار بكر الديلم حرف الراء الرملة الري حرف الزاي زقاق القتاديل حرف السين ققل السوس,16,54,كثير,نهر,حبرون,كربلاء
145,0,حرف الشين الشاش الشام الشويك العد ل الصين حرف الطاء طيرستان طيرية حرفالعين العراق عسقلان عين جالوت فمس حرف الفاء فارس فرغانة الفسطاط قلسطين قييتا عرف,16,54,كثير,نهر,حبرون,كربلاء
145,2,المدرسة القلاتسية المدرسة المءيدية المديثة هدينة السلام المعهد الفرنسي بالقاهرة المغرب مكة حقف المهدية الموصل حرف الثون نابلس النجف ف حرفالهاء الهند حرف الواو واسط حرف,16,54,كثير,نهر,حبرون,كربلاء
113,0,والبداية والنهاية لابن كثير والتجوم الزاهرة لابن تفري بردي وسير اعلام النبلاء لهبي والرسالة المستطرفة للكاني ص وشذرات الذهب لابن العماد والكامل في التاريخ لابن الاثير هو مد ين سيرين البصري المولود في سنة ه والمتوفي سنة ه وللمزيد عن ترجمته انغظر تهذيب الاسماء واللفات للنووي وتاريخ الاسلام للذهيي وروضات الجتات للخوانساري ص والاعلام للزركلي ومعجم المءلفين لكحالة في نخة ا,6,108,لابن,شرح,لاسامة,لابي
145,5,فهرس التقود حرفالدال درهم الدرهم الدراهم الدراهم الجواز الدرهم الشرعي الدرهم الفارسي الدرهم المثلوم الدرهم المكرج الدراهم البغلية الدرهم البغلي الدراهم البيض االدراهم الجوارقية الدراهم الجدد,6,108,لابن,شرح,لاسامة,لابي
145,6,الدراهم الجيدة الدراهم الخالدية دراهم الري الدراهم الزاءفة الدراهم السوداء الدراهم الوافية الدراهم السميرية الدراهم الشرعية الدراهم الطبرية الدراهم العتق الدراهم الغلة دراهم فارس الدراهم الفضة,6,108,لابن,شرح,لاسامة,لابي
145,7,دراهم فرغانة الدراهم القطع الدراهم المزايدة الدراهم المستديرة الدراهم المسودة الدراهم المصيبية الدراهم المضروية الدراهم المعاملة الدراهم النخاسية الدراهم الهبيرية الدراهم الورق الدراهم اليوسفية دينار الدينار,6,108,لابن,شرح,لاسامة,لابي
142,6,ابن الصيرفي حرف الطاء طاهر راغب حسي ابو الطاهر الكحلي الطبري ابو جعفر الطبري حرف الطاء الظاهر برقوق حرفالعين العادل كتبفا ابو العباس بن العز ابو العباس بن عبد المعطي العباس بن الفضل بن الربيع ابن عبد الير عبد الرحيم بن الحسين,2,710,محمد,ابراهيم,احمد,بن
143,5,محصد رسول الله صلي الله عليه وسلم مععصل بن سحيد المغربي هحصل بن سيرين ابن سيرين صحمد بن طغج الاخشيدي صححد بن عبد الرهمن السخاوي السخاوي صحمد عبد الله عنان محمد بن عطا الكندي ع صحم محمد القطري صحمد بن مححد بن الصايغ ابن الصايغ صل محيي الدين عبد احميد,2,710,محمد,ابراهيم,احمد,بن
144,1,السصم مسعود الصقلبي لمسحودي مصطفي اغا مصطفي عبد الكريم الخطيب هصعب بن الزبير المصعب الزييري معاوية بن ابي سفيان المعز لدين الله الفاطمي هعقل بن يسار المقدسي المقريزي احمد بن علي المقريزي ابين الملقن,2,710,محمد,ابراهيم,احمد,بن
015,0,ناقصة طبعة دار الايتام بالقدس وقدم لها بمقدمة باللغة الالمانية وقد طيعها في ليبزغ وطبعة اخري بالقاهرة تصحيح وتحقيق الدكتور جمال الدين الشيال سنة م وهي طبعة ناقصة من الاصل وطبعة ثالثة علي نسخة كاملة علي يد المستشرق كلود كاهن ثم اعاد الدكتور جمال الدين الشيال نشر الكتاب علي النسخة الكاملة سنة م وكان ما اعاد نشره هو الجزء الاول,5,130,مكتبة,برقم,فهرس,المقريزي
015,2,القاهرة سنة م بتحقيق محمد مصطفي زيادة وجمال الدين الشيال ثم اعيد طبعه ستة م وطبع طبعة دمشقية عن دار اين الوليد عام م بتحقيق الدكتور بدر الدين السباعي وعن مءسسة ناصر للثقافة في بيروت عام م ولكن هذه الطبعات المتعددة باليحث والتمحيص وجد انها لم تقدم دراسة وافية عن الامام المقريزي ومدي ت فرده في حديثه عن الجانب الاقتصادي,5,130,مكتبة,برقم,فهرس,المقريزي
016,0,في كويرللي استامبول تچت رقم في ستة مجلدات ومصورة في دار الكتب المصرية برقم تاريخ في تسعة مجلدات وقد قام الاستاذ محمود محمد شاكر بتحقيق الجزء الاول في ستة م وطبع بمطبعة لجنة التاليف والترجمة والنشر بالقاهرة الييان والاعراب عما في ارض مصر من الاعراب هذا الكتاب يبحث في القباءل التي سكنت مصر وقد تم ترجمة هذا الكتاب الي الالماتية,5,130,مكتبة,برقم,فهرس,المقريزي
016,4,الدين المقريزي لا بتقي الدين المقريزي وهذا الكتاب توجد منه نسختان مخطوطتان في باريس برقم و الخبر عن اليشر وهو كتاب في التاريخ مكون من اربعة مجلدات وعمل له ب مقدمة في مجلد توجد منه تسخة مخطوطة في مكتبة فاتح باستاميول في اجزاء بخط الملف ويوجد منها الجزء الاول مصور في دار الكتب المصرية برقم تاريخ ونسخة اخري في مكتبة,5,130,مكتبة,برقم,فهرس,المقريزي
017,2,في ذكر من حج من الخلفاء والملوك وتوجد من هذا الكتاب عدة سخ منها نسخة في استامبول في ولي الدين ضمن مجموع وتسخة في كميرفج ضن مجوعة وتوجد نسخة اخري في المكتبة الاهلية بباريس ضن مجموعة رقم وقد نشر جمال الدين الشيال الكتاب سنة م بالقاهرة رسالة في الفناء بعنوان ازالة التعب والعنا في معرفة حال الغنا وهذه الرسالة منها,5,130,مكتبة,برقم,فهرس,المقريزي
017,3,تسخة مخطوطة ذكر جرجي زيدان انها موجودة في المكتية الوطنية في باريس رسالة في الموازين والمكاييل في الاوزان والاكيال الشرعية ومنها مخطوطة في ليدن ومخطوطة اخري في دار الكتب المصرية وقد ترجمت الي الايطالية وطيعت سنة م في دوستك بعناية المستشرق رنك سيرة الملك المءيد ذكر السخاوي في الضوء اللامع ان المقريزي قرض سيرة الملك ال لا ل ا ا,5,130,مكتبة,برقم,فهرس,المقريزي
018,3,استقر ف ارض الخليل بفلسطين وتوفي ستة ه وقد طبع هذا الكتاب في مصر يتحقيق محمد احمد عاشور القاهرة دار الاعتصام للطيع والنشر ه م الطرفة الغريبة في اخبار حضرموت العجيبة وقد كتب هذه الرسالة اثناء مجاورته ف مكة سنة ه وقد طيعت مصورة ومشروحة سنة م في بون بعتاية المستشرق سكوي باللغتين العربية واللاتينية عقد جواهر الاسفاط في اخيار,5,130,مكتبة,برقم,فهرس,المقريزي
019,3,من تونس حولية الجامعة التونسية كلية الاداب والعلوم الانسانية م وطيع بييروت اختيار وتحقيق محمد اليعلاوي بيروت وار الغرب الاسلامي م المواعظ والاعتيار بذكر الخطط والاثار في فكرخطط مصر والقاهرة وقد طبع هذا الكتاب طبعات عديدة مثل طيعة بولاق بالقاهرة سنة م وطبعة المطيعة الاهلية مصر ستة م وطيعة المحهد الفرتسي بالقاهرة م وطبعة بيروت مكتبة احياء العلوم م وطبعة,5,130,مكتبة,برقم,فهرس,المقريزي
020,2,سنة ثمان وثماثماءة مما يدل دلالة واضحة علي صحة تاريخ كتابة هذه المخطوطة وجاء في الصفحة الاخيرة من المخطوطة ما يدل علي صحة تاريخ هذه المخطوطة ققال تيسر لي ترتيب هذه المقالة وتهذيبها في ليلة واحدة من ليالي المحرم سنة ثمان وثمانماءة كما جاء اسم الكتاب واسم المءلف واضحا في الصفحة الاولي من النسخة المعتمدة لتحقيق علي النحو التالي كتاب,5,130,مكتبة,برقم,فهرس,المقريزي
037,0,الرواية الي من نقلها عنه اما المقريزي فزيادة علي ذلك يحرص علي ان يقف امام الرواية التاريخية ليناقشها ويفندها المواعظ والاعتبار للمقريزي طبعة يولاق اغاءة الامة بكشف الغمة للمقريزي الصفحة المخطوط حساب السلوك لمعرفة دول الملوك للمقريزي الجزء الرابع حرادث سنة ه مقارنا اياها بغيرها مستقصيا اسبايها محاولا تعليلها وفي هذا كله تظهر الحاسة التاريخية المرهفة لدي المقريزي وقدرته علي,5,130,مكتبة,برقم,فهرس,المقريزي
054,0,وصفالمخطرطة اعتمدت في تحقيق هذا الكتاب ونشره علي ثلاث نسخ مخطوطة من مءلفات الامام المقريزي الصغري التسخة الاولي نسخة مكتبة ولي الدين بجامع بايزيد باستاتيول رقم وقد كتبت في سنة ه وقد جعلتها النسخة الام الاصلية للنشر والتحقيق ذلك لحسن خطها ووضوحه وقد رمزت اليها بالحرف ا في هامش التحقيق اما النسخة الثانية فهي نسخة دار الكتب المصرية برقم مجاميع,5,130,مكتبة,برقم,فهرس,المقريزي
054,2,القيمة والدرجة اقل من سابقتيها من حميع الوجوه وقد رمزت اليها بالحرف ج في هامش التحقيق فمن حيث النسخة الاولي التي اعتمدت عليها في التحقيق فقدجاء عدد صفحاتها صفحة من المقدمة الي الخاتمة وعدد سطور الصفحة الواحدة سطرا وكل سطر يحتوي علي كلمة وقد جاء في الصفحة الاولي صفحة العثوان ختم كبير مكتوب به وقف شيخ الاسلام ولي الدين افندي,5,130,مكتبة,برقم,فهرس,المقريزي
055,0,رب العالمين وحده علي توفيقه وما كان فيه من خلل او تقص فمني ومن الشيطان واستغفرالله العظيم من هذا وذاك وجاء هذا العمل علي النحو التالي قمت بدراسة تسخ المخطوطة دراسة متانية وقراءتها من المقدمة الي الخاتمة ثم قمت تحديد النسخة الام المعتمدة في التحقيق وهي النسخة ا نسخة استانيول التي هي برقم قمت بنسخ النسخة الام التي جعلتها موضع,5,130,مكتبة,برقم,فهرس,المقريزي
055,2,داخل المتن بين معقوفيين المقابلة بين النسخ المخطوطة الثلاث حتي اصل الي اختيار الصيغة الصحيحة ما امكن ذلك واثبات الفروق التي تظهر بهامش الصفحات مع وضع رموز التسخ الخطية التي استخدمتها في التحقيق بيان مواضع الايات القراتية من السور والايات في الحاشية ووضع الايات داخل المتن بين القوسين المزهرين مع مراعاة طبع الايات القرانية برسم المصحف اضافة بعض الالفاظ في,5,130,مكتبة,برقم,فهرس,المقريزي
140,4,المحروس في تسخة ا الطبع وما ايبته من نسخة ب اقتباس من سررة الروم الاية الصصارس العامة فهرس الايات القرانية فهرس الاحاديث النبوية فهرس الاعلام فهرس الاماكن والبلدان فهرس الاوزان والمكاييل فهرس الكتب المستخدمة في الدراسة والتحقيق فهرس الموضوعات فهرس الايات القرانية الاية اسمالسورة رقمالاية الصفحة والله يضاعف لمن يشاء,5,130,مكتبة,برقم,فهرس,المقريزي
151,5,الاماكن والبلدان فهرس الاوزان والمكاييل فهرس النقود فهرس المحاصيل الكتب المستخدمة في الدراسة والتحقيق فهرس الموضوعات رقم الايداع الترقيم الدولي طبعه صحوه شارع اسماعيل رمضان الكرم الاخضر فيصل تليفون وفاكس,5,130,مكتبة,برقم,فهرس,المقريزي
004,4,بن عبدالحمد بن ابي الحسن بن عبد الصمد التقي بن العلاء بن المحيوي الحسيني العبيدي ويلقب بتقي االدين وبعرف بالمقريزي ويكتي بابي العباس فهو العالم والمءرخ واللغوي والاديب والمحدث والمحتسب ويرجع اسم المقريزي الذي يعرف به ويشتهر به الي حارة المقارزة احدي حارات مدينة يعليك والتي جاءت منها اسرته الي مصر حديثا في حياة ابيه علي هولده وتشاته ولد تقي,0,50256,من,الله,الي,عليه
005,3,المتتوع وقد فكر المقريزي عن سوق حارة برجوان التي ولد ونشا فيها انه اعظم اسواق القاهرة ما برحنا ونحن شباب نفاخر بحارة برجوان سكان جميع حارات القاهرة تلك القاهرة التي كانت مقصد كل معسر او طموح قد وصفها الرحالة ابن يطوطة بانها ام اليلاد المتناهية في كثرة العمارة المتباهية في الحسن والنضارة مجمع االوارد والصادر ل ومحط الضعيف والقادر وكان جد,0,50256,من,الله,الي,عليه
005,4,المقريزي من كبار المحدثين في بعليك وقد تحول والده الي القاهرة حيث ولي يعض وظاءف القضاء وكتب التوقيع بديوان الانشاء وتشا ابنه احمد معه في القاهرة بحارة برجوان ومات ابوه وهو صغير فكفله العالم الجليل اين الصايغ وكان جده لامه فكفل تعليمه واشرف علي تنشءته وفق مذهبه الحتفي هكذا تشا المقريزي تشاة دينية علمية واتاحت له ظروفه,0,50256,من,الله,الي,عليه
006,2,پيروت هو تقي الدين عبد الله بن محمد بن الصايغ المترفي سنة ه انظر شذرات الذهي لابن العماد الضرء اللامه للخاري ذهبه الققهي ف بداية تعليم المقريزي مبادي واساسيات العلم خاصة قيل وفاة والده سنة ه نشا وتذهب علي المذهب الحنفي وهو مذهب جده لامه الذي اشرف علي تربيته وتعليمه العالم الجليل ابن الصايغ وبعد وفاة والده كان قد جاوز,0,50256,من,الله,الي,عليه
006,4,وغيرهما من العلوم كالنحو والفقه والتفسير والتاريخ وتقويم البدان والحساب والادب فاجاد النثر والقظم وقد بلغ عدد شيوخه سواء في القاهرة وغيرها من البلدان التي رحل اليها طلبا للعلم ستماءة شيخ ما توفر له التكوين الشقافي اللازم لروز في عصره وكان اكثر شيوخه تاثيرا فيه اولهم اين الصايغ في مرحلة النشاة واخرهم العلامة ابن خلدون الذي عرفه في مرحلة النضج,0,50256,من,الله,الي,عليه
007,0,ومن اهم هءلاء الشيوخ علي سبيل المثال لا الحصر شمس الدين محمد بن محمد المعروف باين الصايغ وهو جد المقريزي لامه وكاقله ومرييه بعد وقاة والده كان ميرءا في القراءات السبعة وقرا عليه خلق كثير ورحلوا اليه توفي ستة ه م الشيخ برهان الدين ابو اسحاق ايراهيم الاموي الفقيه الحنبلي احد اصحاب الامام ابن تيمية توفي ستة ه الضرء اللامع,0,50256,من,الله,الي,عليه
007,1,للسخاوي التاريخ العريي والمءرخون لشاكر مصطقي الضوء اللامع للسخاوي النجوم الزاهرة لاين تغري بردي زين الدين العراقي ابو الفضل عيد الرحيم بن الحسين بن عبد الرحمن العراقي الكردي ل المهراني الشافعي ولد سنة ه وتوفي سنة ه وكان حافظ الوقت سكن مصر ورحل الي دمشق وحلب والحجاز مرات وولي قضاء المديتة الهيثمي ابو المحسن تور الدين علي بن ابي بكر,0,50256,من,الله,الي,عليه
007,2,بن سليمان الشافعي المعروف بابن حجر الهيشمي المتوفي سنة ه وقد رحل وسمع وحج وصتف ومن مصنفاته ترتيب كتاب الثقات للمجلي علي حروف المعجم السراج البلقيني شيخ الاسلام سراج الدين عمر اليلقيني ابن رسلان الكتاتي الشافعي ولد سنة ه وتوفي ستة ه وقد حضر الخليفة المتوكل والقضاة الاربعة جنازته وكان عالما في الاصول والقروع وله مصنفات كثيرة منها محاسن الاصطلاح,0,50256,من,الله,الي,عليه
007,3,في الزيادة علي كتاب ابن الصلاح ومنها شرح الترمذي وكان علامة القاهرة علي الاطلاق ابن الملقن ابو حفص سراج الدين عمر بن احمد بن محمد الانصاري الاندلسي الاصل المصري الشافعي ولدسنة ه وتوفي سنة ه وكان بارعا في الفقموالاصول والتاريخ والرجال ابن دقماق صارم الدين ابراهيم بن محمد بن شمس الدين ايدمر بن دقماق العلاءي الحتفي المصري ولد في حدود,0,50256,من,الله,الي,عليه
008,4,حفظ من خلالها القران الكريم وسمع جده لامه ابن الصايغ الحنفي واليرهان الامدي والعز بن الكويك والنجم المجد والبلقيني والعراقي والهيشمي والفرسيسي وغيرهم ثم رحل بعد ذلك الي مكة لاداء فريضة الحج فسمع بمكة من النشاوري والاميوطي والشمس بن سكر وابي الفضل النويري القلضي وسعد الدين الاسفراييني وابي العياس بن عبد المعطي واجاز له الاسنوي ل والاذرعي,0,50256,من,الله,الي,عليه
009,0,وابو اليقاء السيكي وعلي بن يوسف الزرندي واخرون ثم رحل الي الشام فسمع من الحافظ ابي بكر وابي العباس بن العز وناصر الدين محمد بن مححد بن داود وطاءفة الضوء اللامع للسخاوي الضوء اللامع للسخاوي ثم استقر بعد ذلك بالقاهرة حيث امضي بقية حياته الطويلة في المكان الذي تشا فيه وتري فيه وبدا فيه حياته الدينية والعلمية في حارة يرجوان,0,50256,من,الله,الي,عليه
009,3,حسن الخلق وكرم العهد وكثرة التواضع وعلوالهمة لمن يقصد والمحبة في المذاكرة والمداومة علي التهجد والاوراد وحسن الصلاة ومزيد الطمانيتة والملازمة ليبيته اشتغاله بالعلم كف الامام المقريزي علي الدراسة التقليدية لابناء طبقته وهي دراسة علوم الدين وحفظ القران ومعرفة النحو ودراسة الفقه والتفسير والحديث وبعض العلوم الاخري مثل التاريخ وتقويم اليلدان والادب والحساب لقد اثر المقريزي التفرغ للاشتغال بالعلم لذلك,0,50256,من,الله,الي,عليه
009,6,و ا ب و,0,50256,من,الله,الي,عليه
010,1,م وابنه السلطان فرج بن برقوق م من بعده وتوثقت الصلة بينه وبين الامير يشيك الدوادار ونال في ظله جاها ومالا وطاءفه ومناصبه ن الامام المقريزي مرارا في وظاءف الوعظ وقراءة الحديث بالمساجد الجامعة وولي الحسبة بالقاهرة غير مرة وهي من وظاءف القضاء الهامة وولي الخطابة بجامع عمرو بن العاص وبمدرسة السلطان حسن والامامة بجامع الحاكم الفاطمي وقراءة الحديث بالمدرسة الايدية,0,50256,من,الله,الي,عليه
011,0,تولي الخطابة بجامع عمرو بن العاص ومدرسة السلطان حسن وما ان جاءت ستة ه م حتي اختاره السلطان برقوق في وظيفة محتسب القاهرة والوجه البحري قيبدو ان المقريزي حظي بمكانة خاصة عند السلطان برقوق وابنه السلطان فرج بن برقوق لذلك ولاه هذه الظيفة بدلا من شمس الدين البجاسي فانتقل بذلك من داءرة المشتغلين بالعلم والتعليم اليا داثرة الادارة الحكومية والاختلاط بمختلف,0,50256,من,الله,الي,عليه
011,1,طيقات المجتمع لاسيما ارباب الاسواق والمتاجر و اصحاب المهن والصناءع ذلك ان وظيفة المحتسب كانت تشمل النظر في الاسعار الجارية ال واحوال النقد وضبط الموازين والمكاييل والمقاييس ومراقية الاواب العامة وتظافة الشوارع وتنظيم حركة المرور بها مع الاشراف علي المدارس والمدرسين والطلاب والعناية بالمساجد لا والحمامات والقياس والوكالات فضلا عن مراقية اصحاب الصناعات العالية من الاطياء والصيادلة والمعلمين اي المهندسين المعماريين,0,50256,من,الله,الي,عليه
011,3,العينيت ه في مستهل ذي الحجة سنة ه ولكنه اعيد الي هذا المنصب سنة ه لم يستقر المقريزي في هذا المنصب طويلا هذه المرة اذ عزل عنه في السنة نفسها وولي جمال الدين الطيندي الذي يصفه المقريزي بالجهل وسوء السيرة والتهافت علي الرشوة ولذلك تم عزل جمال الدين الطنبدي واعيد المقريزي الي منصبه واستحر به الي ستة ه م حيث استبدل,0,50256,من,الله,الي,عليه
012,1,داءرة المشتغلين بالتدريس مرة اخري حين عينه السلطان قرج بن برقوق مدرسا للحديث بالمدرستين الاقبالية والاشرفية بدمشقل مع النظر علي اوقاف البيمارستان التوري فيها واوقاف المدرسة القلاتسية كذلك وما لبث ان عينه السلطان فرج ايضا ناءبا للحكم بدمشق اي قاضيا استيفاء لشرط الواقف ان كون المتعينون علي الاوقاف الدمشقية قضاة بها لكن المقريزي رقض قبول متصب القضاء علي الرغم من,0,50256,من,الله,الي,عليه
013,2,الشخصية والوظيفية ققد عاش رجلا فاضلا دينا مجدا امينا في عمله علي جانب عظيم من حسن الخلق وكرم العهد وكثرة التواضع وعلو الهمة لمن يقصد والمحبة في المذاكرة والمداومة علي التهجد والاوراد وحسن الصلاة ومزيد الطمانينة والملازمة لييته حتي ححدت سيرته في الوظاءف التي تولاها قيل ان يتصرف الي حياة الدرس الخالية النجرم الزاهرة لاين تغري بردي العير المسيوك للسخاوي,0,50256,من,الله,الي,عليه
024,2,السنوات وقصل في بيان الاسباب التي نشات عنها هذه المحن التي فيها الشعب المصري حتي استحرت طول هذه الازمان التي دقع الصريون اليها وفصل يوضح فيه ان معاملة مصر مازالت بالذهب فقط وفصل في ذكر اقسام الناس واصنافهم وبيان جصل من احوالهم واوصاقهم وفصل في فكر نبذ من اسعار هذا الزمن وايراد طرف من اخبار هذه المحن وفصل في ما,0,50256,من,الله,الي,عليه
024,3,يزيل عن العباد هذا الداء ويقوم لرضي الزمان مقام الدواء وقصل في بيان محاسن هذا التدبير العاءد تفعه علي الجم الغفير م المحديث عن سب زوال النعم التي كانت بمصر وتلاشي الاحوال بها وذهاب الرفه وظهور الحاجة والمسكنة علي الجمهور وختم كلامه بمثالين فيهما كفاية لمن ازال الله الطمع عن قليه وهداه الي اغاءة العباد وعمارة البلاد فادة هذا الكتاب,0,50256,من,الله,الي,عليه
024,6,ا ل غ م ة,0,50256,من,الله,الي,عليه
