phrase,uri,ms
 ان عبد الله بن مسعود سل عن العزل فقال ان رسول الله صلي الله عليه وسلم قال لو ان شيا اخذ الله ميثاقه استودع صخره لخرج عن ابي الهيثم عن يوسف بن ماهك عن حفصه زوج النبي صلي الله عليه وسلم ان امراه اتتها فقالت ان زوجي ياتيني مجنبه فكرهته فبلغ ذلك الي النبي صلي الله عليه وسلم فقال لا ,0150AbuHanifa.Musnad.Shamela0029120-ara1,51
 لرسول الله صلي الله عليه وسلم فقال رسول الله صلي الله عليه وسلم تربت يداك اما تعلمين انه يحرم من الرضاع ما يحرم من النسب كتاب الطلاق عن عطا عن يوسف بن ماهك عن ابي هريره رضي الله عنه ان رسول الله صلي الله عليه وسلم قال ثلاثه جدهن وهزلهن جد الطلاق والنكاح والرجعه عن ابي الزبير عن جابر ان ,0150AbuHanifa.Musnad.Shamela0029120-ara1,52
 في قول الله عز وجل الم قال انا الله اعلم واري عن سلمه بن نبيط قال كنت عند الضحاك بن مزاحم فساله رجل عن هذه الايه انا نراك من المحسنين يوسف قال كان اذا راي رجلا مضيقا عليه وسع عليه واذا راي مريضا قام عليه واذا راي محتاجا ساله لقضا حاجته عن عطيه عن ابي سعيد عن النبي صلي الله ,0150AbuHanifa.Musnad.Shamela0029120-ara1,87
 الصواف ومحمد بن المنكدر ونافعا مولي عبد الله بن عمر رضي الله عنهما وهشام بن عروه وسماك بن حرب وروي عنه عبيد الله بن المبارك ووكيع بن الجراح والقاضي ابو يوسف ومحمد بن الحسن الشيباني وغيرهم وكان عاملا زاهدا عابدا ورعا تقيا كثير الخشوع دام التضرع الي الله تعالي ونقله ابو جعفر المنصور من الكوفه الي بغداد فاراده علي ان ,0150AbuHanifa.Wasiyya.ShamAY0035261-ara1,1
 هذا الموضع ضرب ابن هبيره ابي عشره ايام في كل يوم عشره اسواط علي ان يلي القضا فلم يفعل والكناسه بضم الكاف موضع بالكوفه قال الفضل بن غانم كان ابو يوسف مريضا شديد المرض فعاده ابو حنيفه مرارا فصار الي اخر مره فراه ثقيلا فاسترجع ثم قال لقد كنت املك بعدي للمسلمين ولن اصيب الناس بك ليموتن معك علم كثير ,0150AbuHanifa.Wasiyya.ShamAY0035261-ara1,3
 له اخطات وان قال لا اجره له فقل اخطات فسار اليه وساله فقال ابويوسف له اجره فقال اخطات فنظر ساعه ثم قال لا اجره له فقال له اخطات فقام ابو يوسف من ساعته فاتي ابا حنيفه فقال ما جا بك الا مساله القصار قال اجل قال سبحان الله من قعد يفتي الناس وعقد مجلسا يتكلم في دين الله وهذا قدره ,0150AbuHanifa.Wasiyya.ShamAY0035261-ara1,3
 لسفيان الثوري يا ابا عبد الله ما ابعد ابا حنيفه عن الغيبه ما سمعته يغتاب عدوا له قط فقال هو اعقل من ان يسلط علي حسناته ما يذهبها وقال ابو يوسف دعا ابو جعفر المنصور ابا حنيفه فقال الربيع صاحب المنصور وكان يعادي ابا حنيفه يا امير الممنين هذا ابو حنيفه يخالف جدك كان عبد الله بن عباس رضي الله ,0150AbuHanifa.Wasiyya.ShamAY0035261-ara1,6
 باب ايليا سجدا فدخلوا متحرفين علي شق وجوههم وقولوا حطه وذلك ان بني اسرايل خرجوا مع يوشع بن نون بن اليشامع بن عميهوذ بن غيران بن شونالخ بن افراييم بن يوسف عليه السلام من ارض التيه الي العمران حيال اريحا وكانوا اصابوا خطيه فاراد الله عز وجل ان ب يغفر لهم وكانت الخطيه ان موسي عليه السلام كان امرهم ان ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,46
 الصالحين اذ قال له ربه اسلم يقول اخلص قال اسلمت يعني اخلصت لرب العالمين ووصي بها يعني بالاخلاص ابراهيم بنيه الاربعه اسماعيل واسحاق ومدين ومداين ثم وصي بها يعقوب بنيه يوسف واخوته اثني عشر ذكرا بنيه ويعقوب يا بني اي فقال يعقوب لبنيه الاثني عشر ان الله عز وجل اصطفي يعني اختار لكم الدين يعني دين الاسلام فلا تموتن الا ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,68
 مات اوصي بنيه بدين اليهوديه فانزل الله عز وجل ام كنتم شهدا اذ حضر يعقوب الموت قال الله عز وجل ان اليهود لم يشهدوا وصيه يعقوب لبنيه اذ قال لبنيه يوسف واخوته ما تعبدون من بعدي اي بعد موتي قالوا نعبد الهك واله اباك ابراهيم واسماعيل واسحاق الها واحدا ونحن له مسلمون يعني مخلصون له بالتوحيد يقول تلك امه يعني ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,69
 فقال قولوا امنا بالله بانه واحد لا شريك له وما انزل الينا يعني قران محمد صلي الله عليه وسلم وما انزل الي ابراهيم واسماعيل واسحاق ويعقوب والاسباط وهم بنو يعقوب يوسف واخوته فنزل علي هلا صحف ابراهيم قال وما اوتي موسي يعني التوراه و ما اوتي عيسي يعني الانجيل يقول ما انزل علي موسي وعيسي وصدقنا وما اوتي النبيون من ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,69
 دينهم لدينكم واتقوا الله ولا تعصوا ومن يفعل ذلك فقد افلح فذلك قوله لعلكم تفلحون قال حدثنا عبد الله بن ثابت قال حدثني ابي قال حدثني الهذيل قال سمعت ابا يوسف يحدث عن الكلبي عن ابي صالح عن ابن عباس رضي الله عنه قال كتب رسول الله صلي الله عليه وسلم لاهل نجران هذا ما كتب محمد لاهل نجران في ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,190
 وسلم فحسدوه علي النبوه وعلي كثره النسا ولو كان نبيا ما رغب في النسا يقول الله عز وجل فقد اتينا ال ابراهيم الكتاب والحكمه يعني النبوه واتيناهم ملكا عظيما وكان يوسف منهم علي مصر وداود وسليمان منهم وكان لداود تسعه وتسعون امراه وكان لسليمان ثلاثماه امراه حره وسبعماه سريه فكيف تذكرون محمدا في تسع نسوه ولا تذكرون داود وسليمان عليهما ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,222
 يعني ختم علي قلوبهم فلا يمنون الا قليلا يقول ما اقل ما يمنون فانهم لا يمنون البته وبكفرهم وقولهم علي مريم بهتانا عظيما وذلك ان اليهود قذفوا مريم عليها السلام بيوسف بن ماثان بالزنا وكان ابن عمها وكان قد خطبها ومريم ابنه عمران بن ماثان وقولهم انا قتلنا المسيح عيسي ابن مريم ولم يقولوا رسول الله ولكن الله عز وجل ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,251
 الله عز وجل فقال انا اوحينا اليك كما اوحينا الي نوح والنبيين من بعده يعني من بعد نوح هود وصالح واوحينا الي ابراهيم واسماعيل واسحاق ويعقوب والاسباط يعني بني يعقوب يوسف واخوته واوحينا اليهم في صحف ابراهيم ثم قال واوحينا الي عيسي وايوب ويونس وهارون وسليمان واتينا داود زبورا ليس فيه حد ولا حكم ولا فريضه ولا حلال ولا حرام ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,253
 سماعون للكذب يعني قوالون للكذب منهم كعب بن الاشرف وكعب بن اسيد وابو لبابه وسعيد بن مالك وابن صوريا وكنانه ابن ابي الحقيق وشاس بن قيس وابو رافع بن حريمله ويوسف بن عازر ابن ابي عازب وسلول بن ابي سلول والبخام بن عمرو وهم سماعون لقوم اخرين يعني يهود خيبر لم ياتوك يا محمد يحرفون الكلم يعني امر الرجم من ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,286
 مهتدون وتلك حجتنا اتيناها ابراهيم علي قومه نرفع درجات من نشا ان ربك حكيم عليم ووهبنا له اسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داود وسليمان وايوب ويوسف وموسي وهارون وكذلك نجزي المحسنين وزكريا ويحيي وعيسي والياس كل من الصالحين واسماعيل واليسع ويونس ولوطا وكلا فضلنا علي العالمين ومن اباهم وذرياتهم واخوانهم واجتبيناهم وهديناهم الي صراط مستقيم ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,323
 عليم بخلقه ثم قال ووهبنا له يعني لابراهيم اسحاق ويعقوب كلا هدينا للايمان ونوحا هدينا الي الاسلام من قبل ابراهيم ومن ذريته يعني من ذريه نوح ب داود وسليمان وايوب ويوسف وموسي وهارون وكذلك يعني هكذا نجزي المحسنين يعني هلا الذين ذكرهم الله وزكريا ويحيي وعيسي والياس كل من الصالحين واسماعيل واليسع ويونس ولوطا وكلا فضلنا بالنبوه من الجن والانس ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,347
 نزول العذاب بهم وانت خير الفاتحين يعني القاضين وقال الملا الذين كفروا بالله من قومه وهم الكبرا للضعفا لن اتبعتم شعيبا علي دينه انكم اذا لخاسرون يعني لعجزه نظيرها في يوسف لن اكله الذب ونحن عصبه انا اذا لخاسرون يعني لعجزه ظالمون فاخذتهم الرجفه يعني العذاب فاصبحوا من صيحه جبريل عليه السلام في دارهم يعني قريتهم جاثمين يعني امواتا خامدين ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,391
 والقرابه في كتاب الله ان الله بكل شي عليم في امر المواريث حين حرمهم الميراث وحين اشركهم بعد ذلك حدثنا عبيد الله قال حدثني ابي قال حدثنا الهذيل عن ابي يوسف عن الكلبي عن ابي صالح قال ان الخمس كان يقسم علي عهد النبي صلي الله عليه وسلم خمسه اسهم لله ولرسوله سهم ولذي القربي سهم ولليتامي سهم وللمساكين سهم ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,438
 صلي الله عليه وسلم الا سحر بين حين يخبرنا انه يكون البعث بعد الموت ولن اخرنا عنهم العذاب يعني كفار مكه الي امه معدوده يعني الي سنين معلومه نظيرها في يوسف وادكر بعد امه يعني بعد سنين يعني القتل ببدر ليقولن يا محمد ما يحبسه عنا يعنون العذاب تكذيبا يقول الله الا يوم ياتيهم العذاب ليس مصروفا عنهم يقول ليس ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,512
 يرجع الي الله يوم القيامه وذلك قوله والي الله ترجع الامور يعني امور العباد فاعبده يعني وحده وتوكل عليه يقول وثق بالله وما ربك بغافل عما تعملون هذا وعيد سوره يوسف سوره يوسف الايات الي بسم الله الرحمن الرحيم الر تلك ايات الكتاب المبين انا انزلناه قرانا عربيا لعلكم تعقلون نحن نقص عليك احسن القصص بما اوحينا اليك هذا القران ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,530
 عدو مبين وكذلك يجتبيك ربك ويعلمك من تاويل الاحاديث ويتم نعمته عليك وعلي ال يعقوب كما اتمها علي ابويك من قبل ابراهيم واسحاق ان ربك عليم حكيم لقد كان في يوسف واخوته ايات للسالين اذ قالوا ليوسف واخوه احب الي ابينا منا ونحن عصبه ان ابانا لفي ضلال مبين اقتلوا يوسف او اطرحوه ارضا يخل لكم وجه ابيكم وتكونوا من ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,530
 اذا لخاسرون فلما ذهبوا به واجمعوا ان يجعلوه في غيابت الجب واوحينا اليه لتنبنهم بامرهم هذا وهم لا يشعرون وجا اباهم عشا يبكون قالوا يا ابانا انا ذهبنا نستبق وتركنا يوسف عند متاعنا فاكله الذب وما انت بممن لنا ولو كنا صادقين وجا علي قميصه بدم كذب قال بل سولت لكم انفسكم امرا فصبر جميل والله المستعان علي ما تصفون ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,531
 بضاعه والله عليم بما يعملون وشروه بثمن بخس دراهم معدوده وكانوا فيه من الزاهدين وقال الذي اشتراه من مصر لامراته اكرمي مثواه عسي ان ينفعنا او نتخذه ولدا وكذلك مكنا ليوسف في الارض ولنعلمه من تاويل الاحاديث والله غالب علي امره ولكن اكثر الناس لا يعلمون ولما بلغ اشده اتيناه حكما وعلما وكذلك نجزي المحسنين وراودته التي هو في بيتها ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,531
 قد من قبل فصدقت وهو من الكاذبين وان كان قميصه قد من دبر فكذبت وهو من الصادقين فلما راي قميصه قد من دبر قال انه من كيدكن ان كيدكن عظيم يوسف اعرض عن هذا واستغفري لذنبك انك كنت من الخاطين وقال نسوه في المدينه امرات العزيز تراود فتاها عن نفسه قد شغفها حبا انا لنراها في ضلال مبين فلما سمعت ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,531
 يابسات يا ايها الملا افتوني في رياي ان كنتم للريا تعبرون قالوا اضغاث احلام وما نحن بتاويل الاحلام بعالمين وقال الذي نجا منهما وادكر بعد امه انا انبكم بتاويله فارسلون يوسف ايها الصديق افتنا في سبع بقرات سمان ياكلهن سبع عجاف وسبع سنبلات خضر واخر يابسات لعلي ارجع الي الناس لعلهم يعلمون قال تزرعون سبع سنين دابا فما حصدتم فذروه ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,532
 الناس وفيه يعصرون وقال الملك اتوني به فلما جاه الرسول قال ارجع الي ربك فسله ما بال النسوه اللاتي قطعن ايديهن ان ربي بكيدهن عليم قال ما خطبكن اذ راودتن يوسف عن نفسه قلن حاش لله ما علمنا عليه من سو قالت امراه العزيز الان حصحص الحق انا راودته عن نفسه وانه لمن الصادقين ذلك ليعلم اني لم اخنه بالغيب ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,533
 رحم ربي ان ربي غفور رحيم وقال الملك اتوني به استخلصه لنفسي فلما كلمه قال انك اليوم لدينا مكين امين قال اجعلني علي خزان الارض اني حفيظ عليم وكذلك مكنا ليوسف في الارض يتبوا منها حيث يشا نصيب برحمتنا من نشا ولا نضيع اجر المحسنين ولاجر الاخره خير للذين امنوا وكانوا يتقون وجا اخوه يوسف فدخلوا عليه فعرفهم وهم له ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,533
 حيث امرهم ابوهم ما كان يغني عنهم من الله من شي الا حاجه في نفس يعقوب قضاها وانه لذو علم لما علمناه ولكن اكثر الناس لا يعلمون ولما دخلوا علي يوسف اوي اليه اخاه قال اني انا اخوك فلا تبتس بما كانوا يعملون فلما جهزهم بجهازهم جعل السقايه في رحل اخيه ثم اذن مذن ايتها العير انكم لسارقون قالوا واقبلوا ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,534
 سارقين قالوا فما جزاه ان كنتم كاذبين قالوا جزاه من وجد في رحله فهو جزاه كذلك نجزي الظالمين فبدا باوعيتهم قبل وعا اخيه ثم استخرجها من وعا اخيه كذلك كدنا ليوسف ما كان لياخذ اخاه في دين الملك الا ان يشا الله نرفع درجات من نشا وفوق كل ذي علم عليم قالوا ان يسرق فقد سرق اخ له من قبل ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,534
 الا من وجدنا متاعنا عنده انا اذا لظالمون فلما استياسوا منه خلصوا نجيا قال كبيرهم الم تعلموا ان اباكم قد اخذ عليكم موثقا من الله ومن قبل ما فرطتم في يوسف فلن ابرح الارض حتي ياذن لي ابي او يحكم الله لي وهو خير الحاكمين ارجعوا الي ابيكم فقولوا يا ابانا ان ابنك سرق وما شهدنا الا بما علمنا وما ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,534
 والعير التي اقبلنا فيها وانا لصادقون قال بل سولت لكم انفسكم امرا فصبر جميل عسي الله ان ياتيني بهم جميعا انه هو العليم الحكيم وتولي عنهم وقال يا اسفي علي يوسف وابيضت عيناه من الحزن فهو كظيم قالوا تالله تفتا تذكر يوسف حتي تكون حرضا او تكون من الهالكين قال انما اشكوا بثي وحزني الي الله واعلم من الله ما ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,535
 الا القوم الكافرون فلما دخلوا عليه قالوا يا ايها العزيز مسنا واهلنا الضر وجنا ببضاعه مزجاه فاوف لنا الكيل وتصدق علينا ان الله يجزي المتصدقين قال هل علمتم ما فعلتم بيوسف واخيه اذ انتم جاهلون قالوا اانك لانت يوسف قال انا يوسف وهذا اخي قد من الله علينا انه من يتق ويصبر فان الله لا يضيع اجر المحسنين قالوا تالله ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,535
 لا تثريب عليكم اليوم يغفر الله لكم وهو ارحم الراحمين اذهبوا بقميصي هذا فالقوه علي وجه ابي يات بصيرا واتوني باهلكم اجمعين ولما فصلت العير قال ابوهم اني لاجد ريح يوسف لولا ان تفندون قالوا تالله انك لفي ضلالك القديم فلما ان جا البشير القاه علي وجهه فارتد بصيرا قال الم اقل لكم اني اعلم من الله ما لا تعلمون ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,535
 ولا يرد باسنا عن القوم المجرمين لقد كان في قصصهم عبره لاولي الالباب ما كان حديثا يفتري ولكن تصديق الذي بين يديه وتفصيل كل شي وهدي ورحمه لقوم يمنون سوره يوسف مكيه كلها وهي ماه واحدي عشره ايه كوفي وحسبنا الله ونعم الوكيل بسم الله الرحمن الرحيم الر تلك ايات الكتاب المبين يعني بين ما فيه انا انزلناه قرانا عربيا ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,536
 بما اوحينا اليك بالذي اوحينا اليك نظيرها في يس بما غفر لي ربي هذا القران وان كنت من قبله يعني من قبل نزول القران عليك لمن الغافلين عنه اذ قال يوسف لابيه يعقوب يا ابت اني رايت في المنام احد عشر كوكبا والشمس والقمر ا هبطوا الي الارض من السما ف رايتهم لي ساجدين فالكواكب الاحد عشر اخوته والشمس ام ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,536
 علم تعبير ما راي يوسف قال يا بني لا تقصص رياك علي اخوتك فيحسدوك اضمار فيكيدوا لك كيدا فيعلموا بك شرا ان الشيطان للانسان عدو مبين يعني بين وقال يعقوب ليوسف وكذلك يجتبيك ربك يقول وهكذا يستخلصك ربك بالسجود ويعلمك من تاويل الاحاديث يعني ويعلمك تعبير الريا ويتم نعمته عليك وعلي ال يعقوب يعني بال يعقوب هو وامراته واخوته الاحد ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,536
 في النار فنجاه الله تعالي منها واراد ذبح ابنه فخلصه الله بالسجود واسحاق في ريا ابراهيم في ذبح اسحاق ان ربك عليم بتمامها حكيم يعني القاضي لها لقد كان في يوسف واخوته ايات يعني علامات للسالين وذلك ان اليهود لما سمعوا ذكر يوسف عليه السلام من النبي صلي الله عليه وسلم منهم كعب بن الاشرف وحيي وجدي ابنا اخطب والنعمان ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,537
 بن الضيف فلم يمن بالنبي صلي الله عليه وسلم منهم غير جبر غلام بن الحضرمي ويسار ابو فكيهه وعداس فكان ما سمعوا من النبي صلي الله عليه وسلم من ذكر يوسف وامره ايات للسالين وذلك ان اليهود سالوا النبي صلي الله عليه وسلم عن امر يوسف فكان ما سمعوا علامه لهم وهم السالون عن امر يوسف عليه السلام وكان يوسف ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,537
 يوسف وهو روبيل اكبرهم سنا ويهوذا اكبرهم في العقل وهو الذي قال الله قال كبيرهم في العقل ولم يكن كبيرهم في السن وشمعون ولاوي ونفتولن وربولن واشر واستاخر وجاب ودان ويوسف وبنيامين بعضهم لبعض ليوسف واخوه وهو بنيامين احب الي ابينا منا ونحن عصبه يعني عشره ان ابانا لفي ضلال مبين يعني خسران مبين يعني في شقا بين نظيرها في ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,537
 يخل لكم وجه ابيكم فيقبل عليكم بوجهه وتكونوا يعني وتصيروا من بعده قوما صالحين يعني يصلح امركم وحالكم عند ابيكم قال قال منهم وهو يهوذا بن يعقوب ب لا تقتلوا يوسف فان قتله عظيم ولكن القوه في غيابت الجب علي طريق الناس فياخذونه فيكفونكم امره يعني الزاغه من البر ما يتواري عن العين ولا يراه احد فهو غيابت الجب يلتقطه ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,538
 يرتع ويلعب يعني ينشط ويفرح والعرب تقول رتعت لك يعني فرحت لك وانا له لحافظون من الضيعه قال يعقوب لهم اني اخاف عليه فقالوا لابيهم ما لك لا تامنا علي يوسف وانا له لناصحون في الحفظ له قال ابوهم اني ليحزنني ان تذهبوا به واخاف ان ياكله الذب وانتم عنه غافلون لا تشعرون به وكانت ارضا مذبه فمن ثم قال ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,538
 حين القي فيه وقام علي صخره في قاصيه البر فوكل الله به ملكا يحرسه في الجب ويطعمه واوحينا اليه لتنبنهم بامرهم هذا وهم لا يشعرون وذلك ان الله اوحي الي يوسف عليه السلام بعد ما انصرف اخوته انك ستخبر اخوتك بامرهم هذا الذي ركبوا منك ثم قال وهم لا يشعرون انك يوسف حين تخبرهم فانباهم يوسف بعد ذلك حين قال ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,538
 ونزع الثياب قال ابو محمد عبد الله بن ثابت وسمعت ابي يحدثني عن الهذيل عن مقاتل في قوله واوحينا اليه لتنبنهم بامرهم هذا وهم لا يشعرون قال لا يشعرون انك يوسف قال وذلك ان يوسف لما استخرج الصاع من وعا اخيه بنيامين قطع بالقوم وتحيروا فاحضرهم واخذ بنيامين مكان سرقته ثم تقدم الي امينه فقال له احضر الصاع اذا حضروا ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,538
 حتي تسكن ثم قل في النقره الاولي كذا وفي الثانيه كذا وفي الثالثه كذا واوهمهم انك انما تخبرني عن شي تفهمه من طنين الصاع قال فامر بهم فجمعوا ثم قال يوسف للذي استخرج الصاع وهو امينه احضر الصاع الذي سرقوه وتقدم اليه الا يكتمنا من اخبارهم شيا فانه غضبان عليهم ويوشك ان يصدق عنهم قال فاحضره والقوم وقال له الامين ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,539
 ابيهم غم ولا هم ولا حزن الا بسببهم وجرارهم قال اوعز اليه الا يكتمنا من اخبارهم شيا قال فنظر بعضهم الي بعض وخافوا ان يظهر عليهم ما كتموه من امر يوسف عليه السلام فقاموا اليه بجمعهم يقبلون راسه وعينيه ويقولون بالذي اشبهك بالنبيين وفضلك علي العالمين الا اقلت العثره وسترت العوره وحفظتنا في ابينا يعقوب فرق لهم وقال لولا حفاظي ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,539
 اهل بيت البلا موكل بنا اما جدي فالقي في النار فجعلها الله عليه بردا وسلاما واما ابي فاضجع للذبح ففداه الله بذبح عظيم واما انا فبليت بفقد حبيبي وقره عيني يوسف قال فلما وصلوا اليه اوصلوا كتابه فلما قرا كتابه انتحب فقيل له كانك صاحب الكتاب قال اجل فذلك قوله لتنبنهم بامرهم هذا وهم لا يشعرون ثم تعرف اليهم فعرفوه ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,540
 انا ذهبنا نستبق يعني نتصيد وتركنا يوسف عند متاعنا ليحفظه فاكله الذب وما انت بممن لنا يعني بمصدق لنا ولو كنا صادقين بما تقول وجا علي قميصه يعني علي قميص يوسف بدم كذب وذلك انهم حين القوه في البر انتزعوا ثيابه وهو قميصه ثم عمدوا الي سخله فذبحوها علي القميص ليروا اباهم يعقوب فلما راي اباهم القميص صحيحا اتهمهم وكان ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,540
 علي البر يريدون مصر فارسلوا واردهم فبعثوا رجلين مالك بن دعر وعود بن عامر الي الما فادلي احدهم دلوه واسمه مالك بن دعر بن مدين بن ابراهيم خليل الرحمن فتعلق يوسف بالدلو فصاح مالك قال فقال يا عود للذي يسقي وهو عود بن عامر بن الدره ابن حزام يا بشري يقول يا مالك ابشر هذا غلام والجب بواد في ارض ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,540
 في البر فقالوا له ادع الاحد عشر كوكبا والشمس والقمر ينسونك فلما انتصف في الجب القوه حتي وقع في البر فادلوه في قعرها فاراد ان يموت فدفع الله عنه ودعا يوسف ربه حين اخرجه مالك ان يهب لمالك ولدا فولد له اربعه وعشرون ولدا قوله واسروه بضاعه يعني اخفوه من اصحابهم الذين مروا علي الما في الرفقه وقالوا هو بضاعه ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,541
 وبيعه حرام دراهم معدوده وهي عشرون درهما وكانت العرب تبايع بالاقل فاذا كانت اربعين فهي اوقيه وما كان دون الاربعين فهي دراهم معدوده وكانوا فيه يعني الذين باعوه كانوا في يوسف من الزاهدين حين باعوه ولم يعلموا منزله يوسف عند الله ومن ابوه ولو علموا ذلك ما باعوه فانطلق القوم حتي اتوا به مصر فبينا هو قريب منها اذ مر ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,541
 هل لك الي الله حاجه قال نعم عندي امراه وهي من احب الخلاق الي لم تلد مني ولدا قط فوقع يعقوب ساجدا فدعا الله فولد له اربعه وعشرون ذكرا وكان يوسف عليه السلام بارض مصر فانزل الله عليهم البركه ثم باعه المشتري من قطفير بن ميشا فقال يوسف من يشتري ويبشر فاشتراه قطفير ابن ميشا بعشرين دينارا وزياده حله ونعلين ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,541
 الذي اشتراه من مصر وهو قطفير بن ميشا لامراته زليخا بنت يمليخا اكرمي مثواه يعني احسني منزلته وولايته عسي ان ينفعنا او نصيب منه خيرا او نتخذه ولدا وكذلك مكنا ليوسف في الارض الملك والسلطان في ارض مصر ولنعلمه من تاويل الاحاديث يعني من تعبير الريا والله غالب علي امره يعني والله متم ليوسف امره الذي هو كان مما لا ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,542
 ثماني عشره سنه اتيناه حكما يقول اعطيناه فهما وعلما وكذلك نجزي المحسنين يعني وهكذا نجزي المخلصين بالفهم والعلم وراودته التي هو في بيتها عن نفسه وغلقت الابواب علي نفسها وعلي يوسف في امر الجماع وقالت هيت لك يعني هلم لك نفسي تريد المراه الجماع فغلبته بالكلام قال معاذ الله يعني اعوذ بالله انه ربي احسن مثواي يقول انه سيدي يعني ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,542
 يعني منزلتي انه لا يفلح يعني لا يفوز الظالمون ان ظلمته في اهله والقي عليها شهوه اربعين انسانا ولقد همت به يقول همت المراه بيوسف حتي استلقت للجماع وهم بها يوسف حين حل سراويله وجلس بين رجليها لولا ان راي برهان ربه يعني ايه ربه لواقعها والبرهان مثل له يعقوب عاض علي اصبعه فلما راي ذلك ولي دبرا واتبعته المراه ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,542
 الباب ويوسف امامها هارب منها وهي وراه تتبعه لتحبسه علي نفسها فادركته قبل ان ينتهي الي الباب وقدت قميصه من دبر يقول فمزقت قميصه من وراه حتي سقط القميص عن يوسف والفيا يقول وجدا كقوله الفينا عليه ابانا يعني وجدا سيدها ب يعني زوجها لدي الباب يعني عند الباب ومعه ابن عمها يمليخا بن زليخا قالت ما جزا من اراد ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,542
 هي راودتني عن نفسي وشهد شاهد من اهلها وهو يمليخا ابن عم المراه فتكلم بعقل ولب قال ان كان قميصه قد من قبل فصدقت وهو من الكاذبين اي ان كان يوسف هو الذي راودها فقدت يعني فمزقت قميصه من قبل يعني من قدامه فصدقت علي يوسف ويوسف من الكاذبين في قوله وان كان قميصه قد من دبر فكذبت وهو من ,0150MuqatilIbnSulayman.TafsirMuqatil.Shamela0023614-ara2,543
