Topic,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,Count,msCount,uriCount
831,القادر,حمدان,القطيعي,انبا,المذهب,النقور,التميمي,طالب,سنده,عمي,21,18,14
832,اعفني,التفسير,عطا,ختمنا,ننسخه,الخراساني,ونظر,المديني,بهشام,فاتيناه,21,21,17
833,عناك,الدردا,بموتي,فاذنت,اتعلم,اقدمك,اتيت,فجت,اخرجوني,الطفاوي,21,21,17
834,جريج,ثيب,امساك,حجاج,خمورهم,مفسوخان,والحميري,حدننا,وحدثنا,شارفا,21,12,2
835,الكريم,جاني,لبثت,الداعي,لبث,لاجبته,جاه,السجن,لاجبت,الرسول,21,19,21
836,البزاز,الصداي,الجرقوني,لعنهما,الدرواس,اوانها,وشبنا,مودن,المحدر,داجنا,21,21,11
837,وفيها,الفرنج,والحافظ,والاربعون,السنه,الموفيه,مصاف,زنكي,والفرنج,توفي,21,21,3
838,كسبع,بسبع,اللهم,وفلانا,جهل,العن,اعني,دعا,المشركين,بابي,21,20,15
839,جمعتان,جانبان,جانبين,تقام,بلد,جانب,البلد,جمعه,للبلد,الجمعه,21,21,20
840,اصبعا,مبلغ,اذرع,النيل,ذراعا,القديم,اصابع,الزياده,السنه,الما,21,21,1
841,مضارب,نفرا,سيدان,الاخنس,الرقيه,بقطيع,مليكه,معشر,مروا,الباهلي,21,20,18
842,تهم,فدخلت,هممت,وتركها,فامتنع,فسامته,وجها,افضحك,وانت,وكاني,21,21,18
843,دراسه,اسناد,تبين,الاسناد,بهذا,لجهاله,ضعيف,يتبين,ويرتقي,صدوقان,21,20,3
844,باشمام,الاستفهام,التقاطا,اترفوا,قيما,باليا,وقرا,اركن,زهدت,ركنت,21,21,15
845,فاذشاه,اللبان,اخبرنا,سقناه,الطبراني,يتسالون,ريده,خليل,نعيم,طارق,21,21,7
846,وسالته,عقده,الدارقطني,براثا,سالت,ثقه,مثالب,بمثالب,يلح,يملي,21,20,12
847,التاريخ,الذهبي,الكاشف,توفي,الحافظ,حافظ,احفظ,الحفاظ,حافظا,التذهيب,21,16,1
848,سوطا,التعزير,يبلغ,تسعه,وسبعون,جلدات,الحر,الحدود,وثلاثون,اكثره,21,21,18
849,طلحه,الاقارب,نخل,اجران,بالمدينه,الانصار,القرابه,مالا,والصدقه,الزكاه,21,21,15
850,غورك,الاصطخري,السامه,فرس,الخيل,الخضرم,الحصرم,عبدان,الحضرم,جابر,21,20,21
851,اعلمك,خلقك,قبضت,استاذن,بالذي,اعطاك,الموت,فاوحي,كلمات,صاحا,21,20,21
852,جدنا,بالاحمر,امير,الريس,خميس,الامير,المسلمين,فرج,الشهير,الخزرجي,21,20,2
853,جسدي,شعرك,احسن,قالت,عينيك,وجهك,اقبلا,وصاحت,ربي,صورني,20,18,16
854,وشمس,الشراحي,الحجاوي,وتقي,حجي,والشيخ,مفلح,الصاحبه,المحب,وعاشه,20,18,9
855,كالب,سبط,يوفنا,النقبا,فهابوا,ويوشع,فنكثوا,وحدثوا,الميثاق,وشوكه,20,20,18
856,اللبنه,وبالمدينه,وستين,عقيل,عشرا,وفاه,شهاب,الليث,عروه,ويعجبون,20,20,11
857,وانبا,اه,انبا,عبيدالله,عبدالله,ثنا,مسدد,الفرجي,وحدثنا,عبدالرحمن,20,19,8
858,الجنون,الحول,الاصلي,الامتداد,افاق,مفيقا,مجنونا,الافاقه,الشهر,والعارضي,20,17,10
859,فهرب,بالتغلب,واغارت,بمكه,طالب,عاملها,بشاشان,الاسعار,بشاشات,فانتهب,20,20,18
860,وابراهيم,واحمد,واسحاق,واسماعيل,سمويه,الوكيعي,التستري,وهشام,راهويه,والحسن,20,20,6
861,تفرست,ينفعنا,اكرمي,استاجره,نتخذه,مثواه,استاجرت,عسي,لامراته,ولدا,20,19,19
862,رميثه,اشا,الخاتم,جدته,كتفيه,اقبل,الماجشون,اهتز,عاصم,قتاده,20,20,19
863,غفرانك,الخلا,الغاط,والخباث,خرج,برده,اعوذ,الخبث,انتفعتم,باهابها,20,18,18
864,جورا,امتلات,وقره,شوذب,والحجاج,باليمن,بالعراق,بالشام,المري,رتبيل,20,20,18
865,متتابعا,صوم,تفريقها,بيوم,متفرقا,كراهته,الفطر,يروا,وفنا,شوال,20,19,15
866,حلوا,بعمره,شان,حفصه,بالحل,تحلل,عمرتك,لبد,فامره,وحلق,20,20,14
867,كذبوا,استيقنوا,وظنوا,استياس,الرسل,قومهم,كذبوهم,بالظن,فلعلها,انهم,20,19,12
868,نستعين,بسم,بجامع,اخبركم,والحمد,بقراتي,وحسبنا,الشيخان,الجز,وصلواته,20,16,13
869,احلام,اضغاث,بتاويل,بعالمين,الاحلام,تاويلها,نجا,جهلهم,الجميل,فجثا,20,18,18
870,القطع,اقراره,بشيين,والمال,المال,المسروق,اقر,بالمال,بالقطع,التبع,20,18,13
871,وهبت,زوجنيها,وكاله,زوجناكها,جات,فقامت,نفسي,فقالت,حازم,طويلا,20,20,11
872,حلق,شعرات,الراس,الفديه,ربع,التقصير,الاذي,وعند,جميعه,راسه,20,20,19
873,محكي,التنفل,الوتر,خلفها,ومامومان,للساعين,الدابه,وحصله,مغايرا,وجوبه,20,20,15
874,بروايته,وكتاب,لاسد,لابي,يرويه,جملتها,نعيم,الاصبهانيين,الطبراني,فاذويه,20,20,4
875,الخرمي,الكهوله,صريفين,يقدمه,المسند,بالماكياني,بابك,وتعب,وطبقتهم,وماتين,20,20,11
876,ونبي,مرحبا,قيل,فاتينا,معك,ارسل,ولنعم,المجي,اخ,فاتيت,20,20,20
877,اسناده,تخريجه,بتمامه,تقدم,صحيح,صحيحه,تمنح,الباري,قبله,البيوع,20,11,2
878,حمده,ربنا,الحمد,والماموم,ولك,الماموم,لمن,يقتصر,يجمع,ويقتصر,20,20,16
879,منعفرا,يرغمه,زانين,الهفي,بالترب,اقذف,الاخبثين,رغما,لهف,اجبه,20,18,16
880,وحملت,وقفنا,دعي,الرشيد,استذان,يلبث,الغد,باسرع,بابي,يجاب,20,20,17
881,رباعيه,كسروا,شخرف,زخرفت,مساجدها,الحكيمي,المشتولي,يولد,فنبتت,صبي,20,20,15
882,يزدجرد,بهرام,جور,باذام,الحرون,فيروز,المرزبان,ماهان,ساسان,المغربي,20,20,14
883,ابناه,وسالم,حنظله,وخرشه,بريقه,لامه,فسماه,حذيفه,وانيس,مغفل,20,20,14
884,يمينا,وحق,والحلف,يمين,بحالف,واحدي,صفات,الحق,يراد,متعارف,20,20,15
885,وزينب,حضورا,واخبرنا,وعيسي,وهديه,شكر,واسماعيل,الاولان,قالوا,الاولون,20,20,9
886,فحمد,صعد,واثني,الوداع,المنبر,سهل,حجه,الاموي,جده,السكين,19,19,16
887,عراقي,جاها,الكفن,يضرك,ويحك,تاليف,اخبرهم,فاقروا,واخبرني,احرف,19,18,18
888,وشرب,جدته,بمني,اكل,يصيح,ايام,يوضعه,يصومن,وللنساي,انها,19,19,15
889,الاقرار,بالاقرار,ويثبت,الشرب,السرقه,مرتين,الزنا,يشترط,وسنبينها,والسكر,19,19,14
890,وبرا,برا,بانطاق,بثوبه,بالحجر,باربعه,ولدها,حجرها,الافك,خاض,19,19,18
891,سريج,ارخوها,الرافعي,الخصال,اللجاج,طبقه,نقلوا,الحطي,الخفاف,العبادي,19,17,12
892,يعقدون,يبايعون,البيعه,التحليف,قناديل,فساذكره,غرضي,احدثها,والتحليف,زيت,19,17,15
893,بالعمد,السفياني,الغلامين,الحبس,فشدخ,يستبقيا,وارادوا,قيوده,القسري,ليقتلوه,19,19,17
894,الايه,سوره,الناصريات,بعز,الايتان,ديوانه,الانتصار,البيت,الامالي,المغني,19,17,12
895,صغره,وايام,وعباد,والعربيه,وبرع,فجره,وطبقتهم,بالفلسفه,العوام,الاوال,19,18,17
896,النهرسابسي,الاستشراف,البستي,ختمت,سمعت,نبانا,بكت,الشغل,زي,التوكل,19,18,10
897,وكعب,محرمين,بعمره,الاحبار,اناس,جبل,المقدس,معاذ,ماهك,اقبل,19,18,16
898,افضل,وسليمان,وموسي,وعبادته,الرسول,والمال,وعيسي,المقربين,السابقين,بالرياسه,19,19,12
899,الغيب,نوحيه,يمكرون,لديهم,اجمعوا,بممنين,امرهم,حرصت,القا,اليك,19,19,18
900,والضو,الثمين,اللامع,برقم,العقد,الظنون,المذيل,النبلا,اعلام,الروضتين,19,18,16
901,فاعطاني,وعروه,حزام,سالته,الملفه,حكيم,راع,المسيب,سالت,الاوزاعي,19,19,11
902,دكه,علوكه,الخشاب,عالي,حمد,الصيرفي,غالب,المعدل,مندويه,شاكر,19,19,2
903,الاسودين,شبعنا,مادوم,شبع,الرطب,الادم,بجذع,عابس,وهزي,جنيا,19,18,11
904,القميص,التميمه,عضده,ريحه,وعلقه,علقه,ريح,لاجد,فالي,تفندون,19,18,17
905,الغزاه,مسجدين,متقاربين,سبيل,المحله,صغيرين,الجيران,مسجد,الحاج,جيران,19,19,18
906,ارجعوا,شهدنا,فقولوا,فرطتم,خلصوا,استياسوا,اباكم,الحاكمين,تعلموا,كبيرهم,19,19,18
907,فرس,فاضاعه,يبتاعه,فاردت,سبيل,تباع,فوجده,فراها,حملت,صدقتك,19,18,12
908,العام,القابل,العمر,تعين,وقته,فمساله,كقضا,حيضها,يخره,مشكوكه,19,19,12
909,الجدب,بالسنين,قحط,كسني,وجدب,سنين,فلاهل,الثمرات,والعام,اخذنا,19,19,17
910,الحله,ويزار,قبره,البحراني,قدس,بستان,ومدفنه,المطهر,ويتبرك,صورته,19,13,16
911,وجعفر,وابراهيم,واحمد,واسحاق,والحسين,غرزه,وشيبان,البلخي,والمسيب,وحرمله,19,19,8
912,السيفي,والامير,المنجكي,الاشرفي,والطنبغا,بغا,واقبغا,وقماري,العلاي,قانباي,19,19,5
913,السر,عوضا,الانشا,الناب,استقر,النابيري,للمستحقين,لتحليف,وقدام,خانقاه,19,19,14
914,الحليفه,اناخ,بذي,بالبطحا,يهلوا,يهل,ميقات,قرنا,حذوها,طريقكم,19,19,10
915,اقر,فيضمه,نصفين,بهما,ربع,بوارثين,فصدقه,المقر,بابنين,يد,19,15,6
916,وسنه,يترقب,فخاف,انبيا,فالسجن,بصير,تبشر,يمت,فيقال,سنن,19,19,11
917,فصاح,زالت,عرفه,سرادقه,جاه,الشمس,الرواح,سالم,تخالف,يخالف,19,18,15
918,وشيبه,قليب,اميه,ونسيت,معيط,بارز,والوليد,وعقبه,قتلي,ربيعه,19,19,11
919,الحفيا,وامدها,اضمرت,وسابق,ثنيه,الوداع,الخيل,سابق,تضمر,مسجد,19,18,19
920,يفاوض,الوكيل,قصاصا,تضمين,قابضا,للامر,المشتري,للمشتري,يصير,اعار,19,19,7
921,فاستبشع,منظري,طلب,سمعت,ركوه,بالكيميا,اللنباني,ومعي,يقول,تزندق,19,19,11
922,خزان,اجعلني,الكنوز,ارضك,يجمعه,حفيظ,ويجتمع,النواحي,يجتمع,بحكمك,19,19,19
923,جريج,وحدثنا,الشغار,الدبري,جابرا,اخبرني,حجاج,بمشقص,الشحوم,الحصبه,19,12,5
924,وطبقته,الثمانيني,وطبقتهم,المطبقي,حمدويه,وجعفر,واصبهان,وماتين,بالفازي,االمحاملي,19,19,9
925,الطوي,حفرها,مناف,وحفر,بر,البيضا,الخندمه,لاجعلنها,بلاغا,زمزم,19,17,9
926,نقل,السكني,يتعذر,المصر,وتد,والمحله,ساكنا,المتاع,العرف,والاهل,19,19,13
927,جحد,ادم,نزلت,مهران,اول,ايه,مسح,قالها,فجحدت,هدبه,19,17,15
928,جز,الايه,التيسير,مواضعه,اثبته,انظر,الاسرا,باقي,والصواب,البقره,19,17,1
929,ركوه,عطش,فارووا,وركابهم,دعوها,فبصق,بدلو,شفيرها,ورسول,ارتحلوا,19,17,17
930,يوشع,نون,ميشا,افرايم,وفتاه,التوراه,عمران,افراهم,ووصي,الخضر,18,18,16
931,الاقشهري,الحجي,والجمال,وخليل,الاصفوني,النويري,الحرازي,الاسواني,المطري,والعز,18,18,11
932,المعمري,وصليت,اغتسلت,توسط,شاذه,اخراج,دارم,عادتي,وضعت,الكشميهني,18,17,18
933,والمفتي,والمحيي,الثلاجي,ناز,وزاهدها,ياسمين,منويه,الماسح,والزين,والبدر,18,18,11
934,والعشا,تشهد,لعمر,اذنوا,بالليل,الجماعه,الصبح,المسجد,للنسا,المساجد,18,17,17
935,الهك,الخاله,اباك,العم,وخالته,ورفع,ابويه,نعبد,العرش,والخاله,18,18,18
936,الجيف,الهوام,عرس,يعتلف,يخلط,والضبع,والسلحفاه,ياكل,الزرع,بالاذي,18,17,13
937,حثمه,امناه,ليلي,عماله,اخبره,اللخاف,سهل,كبرا,الخزف,ورجال,18,17,16
938,باهلي,ازدي,العوقه,العوقي,حافده,بطن,نجيد,عرزم,نزل,فزاره,18,17,17
939,فيحمده,الرب,انسا,سيكلمه,القيوم,الاكله,يبتز,كلام,القيامه,يبتر,18,18,13
940,فهداك,ضالا,ووجدك,وجدك,تدري,الغافلين,الضلال,غافلا,واحكام,وشراع,18,17,15
941,فشهدنا,السوار,عمالهم,فنزلنا,اخبث,فخرجنا,بطاووس,نجيح,فقعد,الدهريه,18,18,14
942,فارفعوا,فصلوا,فاركعوا,فصرع,جلوسا,فجحش,فرسا,ليتم,ركع,اجلسوا,18,17,17
943,اباكم,فلن,موثقا,فرطتم,ابرح,تعلموا,ياذن,الم,عليكم,لتردنه,18,18,18
944,راني,خباب,الهاد,الخدري,الشيطان,راي,يحبها,الحق,الليث,تابعه,18,18,14
945,هدبه,الخسروجردي,السوري,فورجه,بنيسابور,الخبازي,النوفاني,درستويه,الخضربن,زاهر,18,17,15
946,ادبارا,وبصله,حصت,والجيف,فاخذتهم,الجلود,بطاعه,كسبع,اكلوا,والميته,18,18,18
947,للحي,لزيد,الثلث,بموته,فالثلث,يزاحم,اوصي,لفلان,يعلم,الوصيه,18,18,15
948,خنيس,حبته,واسم,بحير,امه,سعد,وابوه,بجير,ولده,وحبته,18,18,15
949,الحيات,واقتلوا,الطفيتين,اجنحتهن,والابتر,صافات,باجنحتهن,يضربن,اقتلوا,والافاعي,18,18,17
950,بالكلام,تزندق,ويطاف,بالجريد,يضربوا,الكلام,حكمي,والنعال,فافلح,ارتدي,18,17,16
951,النار,يمزح,يطرحني,تخلق,اسباط,وفكرته,استذل,ينبل,يضحك,مكث,18,18,13
952,استشفعوا,ليستسقي,للمتزوج,يردهم,الصفره,نمر,صفره,عوف,فساله,لتستفرغ,18,18,9
953,ومات,بحماه,ولي,ويدرس,واشتغل,القيمريه,قضا,وناب,الموقع,القاهر,18,18,9
954,يحنث,حلف,حنث,ويحنث,ثور,يفارقه,فارقه,فلان,ابراه,ياذن,18,17,9
955,ببيدا,سيعوذ,خسف,يسيرون,الركب,منعه,الجيش,انهزكم,جيش,يومذ,18,17,17
956,الويل,السفياني,كعوره,عياله,الخيارجي,طرحان,الصيدياني,باللبان,اللحمي,رفعه,18,17,12
957,نعليه,يساره,يضع,يمين,يمينه,احدكم,ماهك,وليجعلهما,فتكون,يضعهما,18,18,18
958,طلاقا,كظهر,امي,ظهارا,الطلاق,الظهار,نوي,ونوي,انت,حرام,18,18,16
959,جلال,المعتقد,التباني,راشده,بالفنون,السراي,بالمارستان,بزاويته,الاهدل,واخذ,18,18,9
960,بشران,الخالق,الدارقطني,انبانا,احتجوا,ينجسه,طاهر,للسجود,وضو,فاهرقناها,18,18,2
961,يرفث,شتم,يفسق,جدال,فسوق,صام,الزيات,حج,عمل,هل,18,18,11
962,فلدغته,مهزول,يستاذني,يحدثنا,وجعلناهم,بالمصيصه,والسكينه,والوقار,ببخاري,عقرب,18,18,15
963,السور,قنسرين,ابرجه,برج,وسقفوا,والابرجه,قراقوش,البرج,بتجديد,فوصلت,18,18,13
964,ونشا,بواسط,بالكوفه,تفقه,وحضر,الكثيره,سنتين,افصح,فولد,وطلب,18,17,15
965,التحريك,يخلص,يتحرك,بالاغتسال,الخلوص,يعتبر,بالتحريك,بالوضو,عنف,اغتسال,18,17,12
966,مساعيك,الطيالس,والعلي,فغايه,فانشد,فهيهات,ساع,البديهه,زلت,مواظبا,18,17,16
967,الغاوين,اتبعك,الاكثر,بممنين,حرصت,استثنا,والغاوون,عبادي,اكثر,الحجر,18,16,15
968,واخرون,وشعبه,زرعه,تعاهده,اضبطه,كثيرون,للحروف,والحمادين,وخلق,الحمال,18,18,6
969,مداراه,فابعده,والسماحه,سبعون,تعدل,ريحانه,الايمان,انفسح,امين,غريبا,18,16,18
970,عمدا,قطع,المقتص,القود,يده,ديه,القطع,خطا,القصاص,قتله,18,17,12
971,نام,فامره,فينادي,يصعد,وجدا,السميع,العوفي,بلالا,ينادي,فوجد,18,18,15
972,فرطتم,خلصوا,استياسوا,الحاكمين,موثقا,ابرح,اباكم,تعلموا,كبيرهم,ياذن,18,17,17
973,الهالك,يتحالفان,الحي,ويترادان,المشتري,ويفسخ,الباع,ياخذ,حصه,وقيمه,18,17,15
974,الابل,الورق,بقره,الاف,ماتا,الحلل,البقر,الذهب,الف,درهم,18,18,17
975,وقرا,قرا,غلبون,الداني,الكارزيني,طريقي,الهذلي,والشرمقاني,بها,المستنير,18,17,6
976,قتاده,خرجنا,افلح,الصنابحي,وحماد,نافع,ساعات,ورواه,النبي,ثوبان,18,17,18
977,امراتك,حاض,عصيت,يمسكها,يمسها,طلق,طهرت,يطلقها,وبانت,يراجعها,17,14,10
978,واول,القراطيس,اول,عمل,الصابون,نمرود,اغتاب,القرنين,لبس,السويق,17,15,13
979,لبكاه,فتاذي,يغفل,بمخلوق,فصالحهم,الصخره,ويسكت,السجن,الحيطان,عنك,17,17,15
980,تاكلوا,بالباطل,اموالكم,فلياكل,بينكم,منسوخه,تجاره,قرضا,بالمعروف,تراض,17,17,13
981,خروجهن,منعهن,ومنعه,والقاسم,واجازه,بخروجهن,للعيدين,الشابه,عليهن,فراي,17,17,12
982,شنوه,خصيفه,ازد,كلب,ماشيه,حرث,صيد,الساب,حدثه,زهير,17,15,13
983,اصابعي,ضربات,لادخل,عاتقه,احداهن,وواحده,بالسيف,ثنتين,ضرب,فلقد,17,17,14
984,تفريطكم,فرطتم,تعلموا,موثقا,اباكم,وتفريطكم,مصدريه,الم,وخبره,قبل,17,16,16
985,واهلنا,وجنا,مسنا,المتصدقين,ببضاعه,فاوف,مزجاه,وتصدق,الضر,جاهلون,17,16,17
986,واسقي,تواصل,الغزو,قفل,غزو,اطعم,تواصلوا,لست,كاحد,العمره,17,17,10
987,قبا,مسجد,فاحسن,طهمان,وضوه,فركع,حنيف,توضا,امامه,مسجدي,17,17,14
988,قذفا,زان,زانيه,القذف,قاذفين,احللتها,الصعود,قذف,بقذف,قصدهما,17,15,15
989,باليسير,بارس,النجار,الفوي,الخشاب,صالحا,والفرمي,احتفاره,فتجعلني,وهجاهم,17,17,11
990,اعتكاف,نذر,الاعتكاف,يعتكف,التزم,فحج,بيومها,الخلاصه,حجه,التتابع,17,16,9
991,بخط,الهروي,الميمون,فضعفهما,نقله,قرات,الشرعبي,المناوله,للاوزاعي,خط,17,17,5
992,برقوق,ومات,المالكيه,وولاه,بالشيخونيه,الاياسي,البساطي,وعربيه,تدريس,المدرسه,17,17,8
993,اللعان,الولد,نفي,القذف,ينتفي,ويلاعن,نفيه,نفاه,فنفاه,ويثبت,17,17,10
994,كفاره,كظهر,الظهار,يمين,مظاهره,يلزمها,ظهار,لزوجها,تكفر,تكفرها,17,17,15
995,عمتك,اثرك,لخاطين,اشقي,فقل,ففعل,ات,يرضي,قولا,تالله,17,17,16
996,الرسول,اتوني,قطعن,النسوه,فاساله,ارجع,اللاتي,بال,جاه,ايديهن,17,17,17
997,تفرس,افرس,استاجره,اكرمي,مثواه,ابت,لابيها,استاجرت,والمراه,حين,17,15,14
998,ارسلك,فقمت,لطعام,السي,انسا,ناس,طلحه,المسجد,اجاب,وجدت,17,16,14
999,تقدم,تقدما,مدوسه,لقب,الوالي,بابه,الباذراي,النويري,الباذش,الباذا,17,15,6
1000,ومبير,والمبير,ثقيف,الكذاب,المختار,كذاب,صبرا,احصوا,فبلغ,الحجاج,17,17,16
1001,ابردوا,بالهاجره,نصلي,الظهر,الشراك,بالظهر,لغروب,الشمس,شده,كنا,17,16,14
1002,تنزيل,سجده,السجده,يقرا,بام,باضطراب,الركعتين,وسوره,الم,معها,17,17,12
1003,بالافراد,التنيسي,بضم,وتشديد,وها,التحتيه,ربا,الايلي,وفتح,الناموس,17,17,1
1004,اللبن,لبن,الثاني,تلد,فالرضاع,فاللبن,حبلت,تضع,فالتحريم,الاول,17,15,13
1005,اخبرته,وعشرا,الصبيه,تحد,حزم,زينب,تقرب,المتوفي,الاحاديث,الثلاثه,17,17,16
1006,الشفيع,الغاصب,اشتري,المشتري,وقبضه,الباع,بعيب,للمشتري,مضاربه,الكفاله,17,17,6
1007,اوتاد,مخنث,جيحون,مثلي,الب,الخوارزمي,فاخطاه,جريمه,القتله,اطرافه,17,17,17
1008,ولوط,واليسع,وهود,الكفل,ونوح,والياس,وادريس,وعزير,وشعيب,وزكريا,17,17,16
1009,النيسابوري,بنيسابور,نيسابور,الاسفراييني,الخسروجردي,عصره,العابد,بيحيويه,وبوزجان,السمدي,17,17,1
1010,الموطا,اثبت,القعنبي,التنيسي,مسهر,استقصاه,افرادات,كوفيه,فجاني,بكير,17,17,12
1011,وقرات,حيويه,البنا,اللفتواني,منده,الجوهري,غالب,شجاع,الدنيا,انا,17,17,1
1012,مه,نقطه,البرزي,وست,الستري,قربه,حراز,الاشتري,فالتفرقه,العبادي,17,17,1
1013,الجنه,وخاله,وعمته,وخالته,فاعرفوه,وعمه,وامه,ايها,وابوه,ذريه,17,17,16
1014,بريد,اسامه,كريب,برده,براد,العلا,والثلاثون,السفر,والعشرون,الدربي,17,12,1
1015,هلكوا,بصله,واكلوا,والعظام,ويري,فاخذتهم,ابطوا,المتكلفين,كهيه,اسالكم,17,17,17
1016,ليلي,سمعته,يحدثه,فاتيت,وهيب,ممن,فقلت,ميمون,ايوب,سباعي,17,17,13
1017,ومثلكم,مثلي,لاخوته,صنعوا,فانفضحت,امكنني,تثريب,يغفر,حيا,فانتضحت,17,17,12
1018,وسكون,بفتح,مولاهم,اللباب,موحده,الرا,المنقوطه,الموحده,انظر,بمفتوحه,17,10,5
1019,زنت,وزيد,فيضرب,متخذات,مسافحات,اخدان,غابا,اخلا,يامر,زواني,17,17,10
1020,كيسان,الجوهري,النحوي,نا,الدينوري,فاخبرناه,المخبزي,حماد,يقوت,عبيدالله,17,17,4
1021,الجبين,بعرق,معقود,بريده,متعمدا,فليتبوا,كذب,مظلوما,بنواصيها,كهمس,17,16,13
1022,الحناي,الجصاص,هلال,الدعا,اخرجناه,زاج,اسمع,قراه,ابنا,شميل,17,13,1
1023,سريه,وخبيب,عينا,الرجيع,معونه,والقاره,ورعل,وامر,الحقيق,وذكوان,17,17,16
1024,والظروف,ترخيص,الاوعيه,سماني,النهي,واقعدني,ومسح,راسي,الزبيري,نهي,17,16,15
1025,وسمعت,معين,ثقه,وحرب,خراش,وارجو,مرضي,وهمام,ولقاضي,ثور,17,17,8
1026,حجم,الحجام,بصاع,طيبه,يعدمك,وكير,فامر,تمر,وامر,الدانقين,17,17,12
1027,الموطا,سياقه,الموطات,واقتضي,وكذا,موطا,مفرقا,المستخرج,الاسماعيلي,انفق,17,17,9
1028,نسوي,امان,رق,لعمر,التراب,بسم,قبر,سقط,نحن,ماهك,17,17,17
1029,مشيت,وحلفاهم,مطعم,فقلنا,قومهم,يعمهم,احوج,يشكو,جنبه,وعثمان,17,17,16
1030,اخبراه,عوف,حيه,حنه,وعمرو,الانصار,جريج,رجال,لقضي,حفص,17,14,13
1031,وحجره,بيتين,ادعوا,تشتره,جدعان,اخبرهم,مليكه,كالكلب,قيه,صهيب,17,17,13
1032,الغصب,التحق,انقطع,المثل,قيمته,الانقطاع,المثلي,فيعتبر,القيمه,فتعتبر,17,17,15
1033,ين,عيدالله,الراقده,فتوح,غازي,الحلبيس,مكي,يي,تصر,ايي,17,17,6
1034,الفقيسه,شكر,البوشي,الابشيطي,اسماعيل,الابناسي,ابراهيم,الغافقي,الاسناي,السكاكي,17,17,8
1035,مرتفعه,الذاهب,فياتيهم,والشمس,نصلي,العوالي,العصر,قبا,يذهب,فيذهب,17,17,17
1036,قفيز,الصبره,بعتك,بدرهم,يصح,خاطه,قدرها,فسخ,معلوم,قراضا,17,16,15
1037,خاتما,فصه,اتخذ,خاتم,الفضه,فضه,فاتخذه,فرمي,كفه,واتخذ,17,13,11
1038,عندكم,فخليق,النسق,مجلسا,يسوقها,فينتفع,فليست,يغلب,واملي,فاملي,17,17,16
1039,البلوغ,الغلام,بلوغ,عشره,والجاريه,يحتلم,ويستكملها,ثماني,خمس,بالسن,17,17,17
1040,التفليس,الورثه,يستحقوا,الوصي,فسخها,اجازتهم,وارث,الموصي,ويصيب,يفلس,17,17,8
1041,جزعي,واغفر,صبري,وقله,لولدي,فاوحي,ولهم,اغفر,اخيهم,يستغفر,17,17,16
1042,المكره,القود,المامور,قود,المباشره,القتل,ملجا,مباشر,المباشر,الديه,17,17,15
1043,بعثهم,المذنين,بعثني,اذنهم,فاخبرني,اعلمهم,تبتم,ورسوله,معجزي,واذان,16,15,16
1044,الكردري,المعرف,الساعاتي,بالبرهان,النوجاباذي,ضهير,الصغناقي,الخواقندي,الحصيري,محمود,16,14,4
1045,بعثنا,اليمن,الوداع,البرا,وخالد,بعث,شريح,مسلمه,حجه,الوليد,16,16,16
1046,وجملا,مهريا,وادفع,الايوان,فابعث,ياتيك,الراويه,كتابي,فسلمت,ورمي,16,16,16
1047,الام,النفقه,الاب,الجد,ايسر,الانفاق,ترجع,توجب,اعسر,كالابوه,16,14,11
1048,والجارودي,قرين,الدحداح,دخيل,نجيد,جناب,الورداني,ذويد,الداهري,وجناب,16,16,9
1049,بالعشا,فابدوا,تعشي,اقيمت,العشا,وحضر,وهيب,الدلجه,بالغدوه,يشاد,16,16,16
1050,نلد,نسرق,رددته,يتمالك,وعيل,دعوت,تدرك,حبسته,سارقا,ولدك,16,16,16
1051,بحق,السندبيسي,العساكري,نفعه,جميعه,الجز,المملي,بقراتي,الخيري,بالقاهره,16,15,12
1052,تفرق,ناتل,سمعته,يسار,حديثا,اخو,الشام,فيدخلها,فيختم,هريره,16,16,16
1053,يخيط,مازن,الرزاق,مطرف,معين,فكتبها,هشام,ومعمر,ويقطع,اعطني,16,16,12
1054,اللقطه,عرفها,المنبعث,يدفعها,اعرابيا,اثلاثه,حولا,فليعرفه,فليتصدق,التقط,16,16,16
1055,دفع,عرفات,جالس,الوداع,يسير,عرفه,السير,افيضوا,الحمس,افاض,16,15,16
1056,المذهبين,ويامر,وينهي,بالفاضل,قوته,ويتصدق,بطه,ويقوم,يصوم,المنكر,16,15,16
1057,ودفن,بجامعها,بمقبره,وصلي,الغد,وحدث,بقاسيون,بالمارستان,السبت,بمقابر,16,14,3
1058,يقدر,استعان,خلق,بذر,اقول,ولعلك,انباته,وامراته,ولكني,ينبت,16,15,15
1059,سبط,منشا,زكور,حوري,افرايم,سودي,شموع,شمعون,روبيل,بنيامين,16,14,14
1060,نذرت,اختي,تمشي,حدثه,اخبره,اخبرهم,نذر,يركب,تعذيب,لغني,16,16,16
1061,المني,يصيب,يابسا,المخاط,ويحته,الثوب,فترده,ثوبه,شريك,الدارقطني,16,15,14
1062,الاشعبي,تفكهوا,بالبطيخ,الناقاني,غزو,اكثروا,البلوطي,بهرام,النقاش,مقاتل,16,15,9
1063,لياخذ,السارق,ضعفي,الاسترقاق,اخاه,وقضاه,دين,يتمكن,حكم,ويغرم,16,16,16
